,timestamp,date,source,symbol,open,total_volume
0,1560211200000,2019-06-11,ccxt_binance,BTC/ETH,32.35931786557939,128279.087
1,1560297600000,2019-06-12,ccxt_binance,BTC/ETH,32.27055634439137,179283.458
2,1560384000000,2019-06-13,ccxt_binance,BTC/ETH,31.122591889452554,201941.664
3,1560470400000,2019-06-14,ccxt_binance,BTC/ETH,32.25390272222939,207795.8
4,1560556800000,2019-06-15,ccxt_binance,BTC/ETH,32.95435821387378,172508.474
5,1560643200000,2019-06-16,ccxt_binance,BTC/ETH,32.89581894141255,212717.726
6,1560729600000,2019-06-17,ccxt_binance,BTC/ETH,33.44257909169955,219789.323
7,1560816000000,2019-06-18,ccxt_binance,BTC/ETH,34.08664825987661,246870.174
8,1560902400000,2019-06-19,ccxt_binance,BTC/ETH,34.31237990667033,166155.226
9,1560988800000,2019-06-20,ccxt_binance,BTC/ETH,34.51370193967005,187177.92
10,1561075200000,2019-06-21,ccxt_binance,BTC/ETH,35.08402624285163,338634.944
11,1561161600000,2019-06-22,ccxt_binance,BTC/ETH,34.52085059375863,421688.171
12,1561248000000,2019-06-23,ccxt_binance,BTC/ETH,34.53396415374521,218069.165
13,1561334400000,2019-06-24,ccxt_binance,BTC/ETH,35.35317825072474,171628.398
14,1561420800000,2019-06-25,ccxt_binance,BTC/ETH,35.45973547037339,237456.241
15,1561507200000,2019-06-26,ccxt_binance,BTC/ETH,37.144342916573805,670241.487
16,1561593600000,2019-06-27,ccxt_binance,BTC/ETH,38.57429409041815,517474.155
17,1561680000000,2019-06-28,ccxt_binance,BTC/ETH,37.969396666286976,291536.83
18,1561766400000,2019-06-29,ccxt_binance,BTC/ETH,39.902637564343,303720.865
19,1561852800000,2019-06-30,ccxt_binance,BTC/ETH,37.44476896577548,295754.873
20,1561939200000,2019-07-01,ccxt_binance,BTC/ETH,37.0823599213854,332817.036
21,1562025600000,2019-07-02,ccxt_binance,BTC/ETH,36.01137959595232,309816.713
22,1562112000000,2019-07-03,ccxt_binance,BTC/ETH,37.205149192648264,285313.78
23,1562198400000,2019-07-04,ccxt_binance,BTC/ETH,39.65107057890563,238026.155
24,1562284800000,2019-07-05,ccxt_binance,BTC/ETH,39.41663381947182,207789.183
25,1562371200000,2019-07-06,ccxt_binance,BTC/ETH,38.207312879685176,137630.631
26,1562457600000,2019-07-07,ccxt_binance,BTC/ETH,39.05487209529389,152596.74
27,1562544000000,2019-07-08,ccxt_binance,BTC/ETH,37.434956762624935,194105.325
28,1562630400000,2019-07-09,ccxt_binance,BTC/ETH,39.235688782516576,250516.643
29,1562716800000,2019-07-10,ccxt_binance,BTC/ETH,40.78802463596688,330910.63
30,1562803200000,2019-07-11,ccxt_binance,BTC/ETH,41.89183528130368,244858.233
31,1562889600000,2019-07-12,ccxt_binance,BTC/ETH,42.235080457828275,172963.957
32,1562976000000,2019-07-13,ccxt_binance,BTC/ETH,42.8192172647084,158712.786
33,1563062400000,2019-07-14,ccxt_binance,BTC/ETH,42.25828262339418,343151.864
34,1563148800000,2019-07-15,ccxt_binance,BTC/ETH,45.053162732023786,373483.682
35,1563235200000,2019-07-16,ccxt_binance,BTC/ETH,47.46985664103294,346804.127
36,1563321600000,2019-07-17,ccxt_binance,BTC/ETH,47.418085257717294,299583.957
37,1563408000000,2019-07-18,ccxt_binance,BTC/ETH,45.867351619117514,346544.195
38,1563494400000,2019-07-19,ccxt_binance,BTC/ETH,47.067683328626565,161520.954
39,1563580800000,2019-07-20,ccxt_binance,BTC/ETH,47.5873227372228,167224.836
40,1563667200000,2019-07-21,ccxt_binance,BTC/ETH,47.056609100748204,119559.115
41,1563753600000,2019-07-22,ccxt_binance,BTC/ETH,46.96820252688929,134996.48
42,1563840000000,2019-07-23,ccxt_binance,BTC/ETH,47.521741196597446,149263.46
43,1563926400000,2019-07-24,ccxt_binance,BTC/ETH,46.431722152574636,175628.182
44,1564012800000,2019-07-25,ccxt_binance,BTC/ETH,45.146726862302486,146094.275
45,1564099200000,2019-07-26,ccxt_binance,BTC/ETH,45.08972855983407,111078.215
46,1564185600000,2019-07-27,ccxt_binance,BTC/ETH,44.90749056942698,143970.078
47,1564272000000,2019-07-28,ccxt_binance,BTC/ETH,45.72264642677518,138864.472
48,1564358400000,2019-07-29,ccxt_binance,BTC/ETH,45.103964638491725,103601.384
49,1564444800000,2019-07-30,ccxt_binance,BTC/ETH,45.07753335737468,109432.911
50,1564531200000,2019-07-31,ccxt_binance,BTC/ETH,45.682960255824575,132203.098
51,1564617600000,2019-08-01,ccxt_binance,BTC/ETH,46.157396722824835,116464.592
52,1564704000000,2019-08-02,ccxt_binance,BTC/ETH,47.8537589127626,140567.7
53,1564790400000,2019-08-03,ccxt_binance,BTC/ETH,48.334863937358016,109000.896
54,1564876800000,2019-08-04,ccxt_binance,BTC/ETH,48.69497467861317,95859.774
55,1564963200000,2019-08-05,ccxt_binance,BTC/ETH,49.27564797477087,183482.979
56,1565049600000,2019-08-06,ccxt_binance,BTC/ETH,50.65342923715936,220398.337
57,1565136000000,2019-08-07,ccxt_binance,BTC/ETH,50.74854097944684,180927.492
58,1565222400000,2019-08-08,ccxt_binance,BTC/ETH,52.960491473360875,166776.243
59,1565308800000,2019-08-09,ccxt_binance,BTC/ETH,54.19760446588261,170658.562
60,1565395200000,2019-08-10,ccxt_binance,BTC/ETH,56.41748942172073,164152.236
61,1565481600000,2019-08-11,ccxt_binance,BTC/ETH,54.78251342171579,155681.441
62,1565568000000,2019-08-12,ccxt_binance,BTC/ETH,53.35040546308152,88837.385
63,1565654400000,2019-08-13,ccxt_binance,BTC/ETH,53.87350501023597,140283.782
64,1565740800000,2019-08-14,ccxt_binance,BTC/ETH,52.05080158234437,218092.69
65,1565827200000,2019-08-15,ccxt_binance,BTC/ETH,53.74321491911647,150505.462
66,1565913600000,2019-08-16,ccxt_binance,BTC/ETH,54.779512462339085,173287.024
67,1566000000000,2019-08-17,ccxt_binance,BTC/ETH,55.88777734309507,127042.804
68,1566086400000,2019-08-18,ccxt_binance,BTC/ETH,55.038802355660735,131483.235
69,1566172800000,2019-08-19,ccxt_binance,BTC/ETH,53.02508086324831,135202.238
70,1566259200000,2019-08-20,ccxt_binance,BTC/ETH,53.96654074473826,110856.967
71,1566345600000,2019-08-21,ccxt_binance,BTC/ETH,54.74652359575167,146083.004
72,1566432000000,2019-08-22,ccxt_binance,BTC/ETH,54.09791723018663,162322.3
73,1566518400000,2019-08-23,ccxt_binance,BTC/ETH,53.03914288745094,136441.989
74,1566604800000,2019-08-24,ccxt_binance,BTC/ETH,53.59344016292406,136021.444
75,1566691200000,2019-08-25,ccxt_binance,BTC/ETH,53.1575590048905,113275.245
76,1566777600000,2019-08-26,ccxt_binance,BTC/ETH,54.33601391001956,145892.256
77,1566864000000,2019-08-27,ccxt_binance,BTC/ETH,55.00852632157984,128297.905
78,1566950400000,2019-08-28,ccxt_binance,BTC/ETH,54.371465854719446,146523.572
79,1567036800000,2019-08-29,ccxt_binance,BTC/ETH,56.18293162537221,140246.225
80,1567123200000,2019-08-30,ccxt_binance,BTC/ETH,56.163998876720015,103549.311
81,1567209600000,2019-08-31,ccxt_binance,BTC/ETH,56.87958591661453,124807.682
82,1567296000000,2019-09-01,ccxt_binance,BTC/ETH,55.89090096132349,74999.257
83,1567382400000,2019-09-02,ccxt_binance,BTC/ETH,56.96382796923953,120210.315
84,1567468800000,2019-09-03,ccxt_binance,BTC/ETH,58.095625399407425,134235.103
85,1567555200000,2019-09-04,ccxt_binance,BTC/ETH,59.37184587068812,142588.833
86,1567641600000,2019-09-05,ccxt_binance,BTC/ETH,60.46680372475511,112353.338
87,1567728000000,2019-09-06,ccxt_binance,BTC/ETH,60.812454390659205,143681.387
88,1567814400000,2019-09-07,ccxt_binance,BTC/ETH,60.919890344197384,138370.958
89,1567900800000,2019-09-08,ccxt_binance,BTC/ETH,58.87201224537854,170520.382
90,1567987200000,2019-09-09,ccxt_binance,BTC/ETH,57.31644408780879,176227.174
91,1568073600000,2019-09-10,ccxt_binance,BTC/ETH,57.074367901375496,105628.8
92,1568160000000,2019-09-11,ccxt_binance,BTC/ETH,56.15138413161885,144501.23
93,1568246400000,2019-09-12,ccxt_binance,BTC/ETH,56.970318464080215,113338.218
94,1568332800000,2019-09-13,ccxt_binance,BTC/ETH,57.630244352236055,104895.855
95,1568419200000,2019-09-14,ccxt_binance,BTC/ETH,57.155921353452214,124154.537
96,1568505600000,2019-09-15,ccxt_binance,BTC/ETH,54.920913884007035,115002.67
97,1568592000000,2019-09-16,ccxt_binance,BTC/ETH,54.49591280653951,214015.177
98,1568678400000,2019-09-17,ccxt_binance,BTC/ETH,51.96694902042301,337351.844
99,1568764800000,2019-09-18,ccxt_binance,BTC/ETH,49.01240013723472,297338.179
100,1568851200000,2019-09-19,ccxt_binance,BTC/ETH,48.3045116413873,345593.043
101,1568937600000,2019-09-20,ccxt_binance,BTC/ETH,46.51595497255559,163968.763
102,1569024000000,2019-09-21,ccxt_binance,BTC/ETH,46.63526558783752,105327.899
103,1569110400000,2019-09-22,ccxt_binance,BTC/ETH,46.43603436266543,120079.371
104,1569196800000,2019-09-23,ccxt_binance,BTC/ETH,47.478871902003604,128753.684
105,1569283200000,2019-09-24,ccxt_binance,BTC/ETH,48.21135859608524,516556.707
106,1569369600000,2019-09-25,ccxt_binance,BTC/ETH,51.2610211195407,288352.277
107,1569456000000,2019-09-26,ccxt_binance,BTC/ETH,49.59825414145422,237000.69
108,1569542400000,2019-09-27,ccxt_binance,BTC/ETH,48.595587520653126,204037.048
109,1569628800000,2019-09-28,ccxt_binance,BTC/ETH,47.043326904078654,170323.394
110,1569715200000,2019-09-29,ccxt_binance,BTC/ETH,47.263446450515175,140612.554
111,1569801600000,2019-09-30,ccxt_binance,BTC/ETH,47.523999619808,200400.654
112,1569888000000,2019-10-01,ccxt_binance,BTC/ETH,45.84422133590061,179827.998
113,1569974400000,2019-10-02,ccxt_binance,BTC/ETH,47.20989519403267,130714.545
114,1570060800000,2019-10-03,ccxt_binance,BTC/ETH,46.36928498562553,123967.354
115,1570147200000,2019-10-04,ccxt_binance,BTC/ETH,47.08097928436912,118674.248
116,1570233600000,2019-10-05,ccxt_binance,BTC/ETH,46.33705574347806,98673.187
117,1570320000000,2019-10-06,ccxt_binance,BTC/ETH,46.11907946317391,119761.447
118,1570406400000,2019-10-07,ccxt_binance,BTC/ETH,46.187243083460345,180186.364
119,1570492800000,2019-10-08,ccxt_binance,BTC/ETH,45.537340619307834,160620.883
