,timestamp,date,source,symbol,open,total_volume
0,1603411200000,2020-10-23,ccxt_binance,BTC/ETH,31.331265469812326,172598.008
1,1603497600000,2020-10-24,ccxt_binance,BTC/ETH,31.580609505763462,136219.601
2,1603584000000,2020-10-25,ccxt_binance,BTC/ETH,31.814711122423006,120016.63
3,1603670400000,2020-10-26,ccxt_binance,BTC/ETH,32.1068516021319,242260.013
4,1603756800000,2020-10-27,ccxt_binance,BTC/ETH,33.23805092069401,220890.228
5,1603843200000,2020-10-28,ccxt_binance,BTC/ETH,33.80205516495403,245269.422
6,1603929600000,2020-10-29,ccxt_binance,BTC/ETH,34.1740140796938,120811.496
7,1603411200000,2020-10-23,ccxt_binance,ETH/USDT,413.94,727832.3224
8,1603497600000,2020-10-24,ccxt_binance,ETH/USDT,409.19,419236.87106
9,1603584000000,2020-10-25,ccxt_binance,ETH/USDT,412.14,415586.9761
10,1603670400000,2020-10-26,ccxt_binance,ETH/USDT,405.85,895142.67266
11,1603756800000,2020-10-27,ccxt_binance,ETH/USDT,392.52,754244.37552
12,1603843200000,2020-10-28,ccxt_binance,ETH/USDT,403.41,855275.46882
13,1603929600000,2020-10-29,ccxt_binance,ETH/USDT,388.22,362696.20677
14,1603411200000,2020-10-23,ccxt_binance,KNC/ETH,0.0022855,73693.0
15,1603497600000,2020-10-24,ccxt_binance,KNC/ETH,0.0022795,44012.0
16,1603584000000,2020-10-25,ccxt_binance,KNC/ETH,0.0022582,52194.0
17,1603670400000,2020-10-26,ccxt_binance,KNC/ETH,0.0022254,66686.0
18,1603756800000,2020-10-27,ccxt_binance,KNC/ETH,0.0022739,45152.0
19,1603843200000,2020-10-28,ccxt_binance,KNC/ETH,0.0022409,63897.0
20,1603929600000,2020-10-29,ccxt_binance,KNC/ETH,0.0022082,39682.0
21,1603411200000,2020-10-23,ccxt_binance,BAT/ETH,0.00053968,328248.0
22,1603497600000,2020-10-24,ccxt_binance,BAT/ETH,0.00054087,238433.0
23,1603584000000,2020-10-25,ccxt_binance,BAT/ETH,0.00053269,220139.0
24,1603670400000,2020-10-26,ccxt_binance,BAT/ETH,0.00053132,399898.0
25,1603756800000,2020-10-27,ccxt_binance,BAT/ETH,0.00054249,283140.0
26,1603843200000,2020-10-28,ccxt_binance,BAT/ETH,0.00052955,359973.0
27,1603929600000,2020-10-29,ccxt_binance,BAT/ETH,0.0005027,83534.0
28,1603411200000,2020-10-23,ccxt_binance,MANA/ETH,0.00018131,254743.0
29,1603497600000,2020-10-24,ccxt_binance,MANA/ETH,0.00017977,233418.0
30,1603584000000,2020-10-25,ccxt_binance,MANA/ETH,0.00018209,230552.0
31,1603670400000,2020-10-26,ccxt_binance,MANA/ETH,0.0001814,315581.0
32,1603756800000,2020-10-27,ccxt_binance,MANA/ETH,0.00018567,439447.0
33,1603843200000,2020-10-28,ccxt_binance,MANA/ETH,0.00017858,469957.0
34,1603929600000,2020-10-29,ccxt_binance,MANA/ETH,0.00017105,157301.0
35,1603411200000,2020-10-23,ccxt_binance,ZRX/ETH,0.00092422,139119.0
36,1603497600000,2020-10-24,ccxt_binance,ZRX/ETH,0.00091944,85129.0
37,1603584000000,2020-10-25,ccxt_binance,ZRX/ETH,0.0009221,161458.0
38,1603670400000,2020-10-26,ccxt_binance,ZRX/ETH,0.00091024,77221.0
39,1603756800000,2020-10-27,ccxt_binance,ZRX/ETH,0.00090685,133113.0
40,1603843200000,2020-10-28,ccxt_binance,ZRX/ETH,0.0008928,255376.0
41,1603929600000,2020-10-29,ccxt_binance,ZRX/ETH,0.00086825,65525.0
42,1603411200000,2020-10-23,ccxt_binance,LINK/ETH,0.028904,174118.17
43,1603497600000,2020-10-24,ccxt_binance,LINK/ETH,0.029725,141531.4
44,1603584000000,2020-10-25,ccxt_binance,LINK/ETH,0.030805,131060.83
45,1603670400000,2020-10-26,ccxt_binance,LINK/ETH,0.029952,117410.83
46,1603756800000,2020-10-27,ccxt_binance,LINK/ETH,0.02988,95640.84
47,1603843200000,2020-10-28,ccxt_binance,LINK/ETH,0.029596,163547.56
48,1603929600000,2020-10-29,ccxt_binance,LINK/ETH,0.029451,104809.31
49,1603411200000,2020-10-23,ccxt_binance,REP/ETH,0.03315,980.05
50,1603497600000,2020-10-24,ccxt_binance,REP/ETH,0.0332,914.663
51,1603584000000,2020-10-25,ccxt_binance,REP/ETH,0.03291,944.172
52,1603670400000,2020-10-26,ccxt_binance,REP/ETH,0.03302,1647.792
53,1603756800000,2020-10-27,ccxt_binance,REP/ETH,0.03308,448.005
54,1603843200000,2020-10-28,ccxt_binance,REP/ETH,0.03261,1073.583
55,1603929600000,2020-10-29,ccxt_binance,REP/ETH,0.032,6279.899
56,1603411200000,2020-10-23,ccxt_binance,RLC/ETH,0.00215,39522.03
57,1603497600000,2020-10-24,ccxt_binance,RLC/ETH,0.00217,85495.9
58,1603584000000,2020-10-25,ccxt_binance,RLC/ETH,0.002255,49040.47
59,1603670400000,2020-10-26,ccxt_binance,RLC/ETH,0.002239,39203.47
60,1603756800000,2020-10-27,ccxt_binance,RLC/ETH,0.002246,55191.1
61,1603843200000,2020-10-28,ccxt_binance,RLC/ETH,0.002129,48882.27
62,1603929600000,2020-10-29,ccxt_binance,RLC/ETH,0.002073,22278.44
63,1603411200000,2020-10-23,ccxt_binance,ELF/ETH,0.0002317,196065.0
64,1603497600000,2020-10-24,ccxt_binance,ELF/ETH,0.0002317,66700.0
65,1603584000000,2020-10-25,ccxt_binance,ELF/ETH,0.00022991,99407.0
66,1603670400000,2020-10-26,ccxt_binance,ELF/ETH,0.00023414,164469.0
67,1603756800000,2020-10-27,ccxt_binance,ELF/ETH,0.00024061,217623.0
68,1603843200000,2020-10-28,ccxt_binance,ELF/ETH,0.00023932,110677.0
69,1603929600000,2020-10-29,ccxt_binance,ELF/ETH,0.00023645,112833.0
70,1603411200000,2020-10-23,ccxt_binance,BNT/ETH,0.002328,43734.23
71,1603497600000,2020-10-24,ccxt_binance,BNT/ETH,0.002284,11459.58
72,1603584000000,2020-10-25,ccxt_binance,BNT/ETH,0.002274,16242.13
73,1603670400000,2020-10-26,ccxt_binance,BNT/ETH,0.002238,68925.44
74,1603756800000,2020-10-27,ccxt_binance,BNT/ETH,0.002209,20991.91
75,1603843200000,2020-10-28,ccxt_binance,BNT/ETH,0.002095,237930.47
76,1603929600000,2020-10-29,ccxt_binance,BNT/ETH,0.001811,55355.31
77,1603411200000,2020-10-23,ccxt_binance,SNT/ETH,5.936e-05,319962.0
78,1603497600000,2020-10-24,ccxt_binance,SNT/ETH,5.903e-05,256742.0
79,1603584000000,2020-10-25,ccxt_binance,SNT/ETH,5.873e-05,366243.0
80,1603670400000,2020-10-26,ccxt_binance,SNT/ETH,5.858e-05,702238.0
81,1603756800000,2020-10-27,ccxt_binance,SNT/ETH,5.937e-05,1946487.0
82,1603843200000,2020-10-28,ccxt_binance,SNT/ETH,5.822e-05,668063.0
83,1603929600000,2020-10-29,ccxt_binance,SNT/ETH,5.835e-05,613514.0
84,1603411200000,2020-10-23,ccxt_binance,ENJ/ETH,0.00036592,384063.0
85,1603497600000,2020-10-24,ccxt_binance,ENJ/ETH,0.00036043,184044.0
86,1603584000000,2020-10-25,ccxt_binance,ENJ/ETH,0.00035664,283330.0
87,1603670400000,2020-10-26,ccxt_binance,ENJ/ETH,0.00035533,718371.0
88,1603756800000,2020-10-27,ccxt_binance,ENJ/ETH,0.00035253,510623.0
89,1603843200000,2020-10-28,ccxt_binance,ENJ/ETH,0.00034506,509096.0
90,1603929600000,2020-10-29,ccxt_binance,ENJ/ETH,0.0003488,324489.0
91,1601942400000,2020-10-06,ccxt_binance,LEND/ETH,0.00147199,1831851.0
92,1602028800000,2020-10-07,ccxt_binance,LEND/ETH,0.00127729,1704958.0
93,1602115200000,2020-10-08,ccxt_binance,LEND/ETH,0.00135152,1066910.0
94,1602201600000,2020-10-09,ccxt_binance,LEND/ETH,0.00130454,1034125.0
95,1602288000000,2020-10-10,ccxt_binance,LEND/ETH,0.00136331,667545.0
96,1602374400000,2020-10-11,ccxt_binance,LEND/ETH,0.00138097,551582.0
97,1602460800000,2020-10-12,ccxt_binance,LEND/ETH,0.00134602,35021.0
98,1603411200000,2020-10-23,ccxt_binance,LRC/ETH,0.0004107,523796.0
99,1603497600000,2020-10-24,ccxt_binance,LRC/ETH,0.00040603,603234.0
100,1603584000000,2020-10-25,ccxt_binance,LRC/ETH,0.00040411,382796.0
101,1603670400000,2020-10-26,ccxt_binance,LRC/ETH,0.00040417,639088.0
102,1603756800000,2020-10-27,ccxt_binance,LRC/ETH,0.00040064,551087.0
